Age,Income,MonthlySpending,SessionDuration,PageViewsPerVisit,AccountAge,DeviceType,MembershipTier,PurchaseCategory
24,100.3,664.74,19.2,16.0,32,Desktop,Basic,0
34,28.6,325.92,19.0,25.6,11,Desktop,Silver,1
38,35.6,178.51,24.0,22.4,22,Mobile,Silver,1
49,61.0,630.44,28.3,19.3,12,Desktop,Silver,2
47,110.1,332.67,21.3,9.2,2,Desktop,Platinum,0
45,34.2,563.19,23.5,14.1,8,Desktop,Platinum,2
30,60.2,312.71,31.5,23.0,7,Desktop,Gold,1
30,48.9,98.14,10.1,3.1,22,Mobile,Silver,4
43,91.9,496.02,7.9,9.9,26,Mobile,Gold,0
36,55.2,,23.6,25.9,14,Mobile,Basic,1
35,64.9,117.89,18.7,6.3,39,Desktop,Basic,3
50,85.2,205.76,10.8,14.7,9,Desktop,Platinum,0
42,39.4,207.07,39.9,9.2,33,Mobile,Silver,3
22,35.5,166.44,34.1,16.9,1,Mobile,Platinum,1
48,82.5,228.2,7.2,11.4,16,Mobile,Platinum,0
46,48.5,594.79,30.8,4.9,40,Tablet,Gold,0
34,93.1,195.84,35.5,15.3,15,Desktop,Gold,2
42,44.5,767.66,15.2,20.1,12,Desktop,Silver,0
44,32.1,389.05,40.4,14.4,34,Mobile,Basic,1
40,57.9,489.57,26.9,14.1,34,Desktop,Basic,0
46,69.2,358.6,18.5,23.1,9,Mobile,Basic,1
22,73.6,314.36,31.3,19.1,1,Mobile,Silver,0
33,56.8,107.89,15.9,13.9,1,Mobile,Silver,3
27,41.7,323.43,10.6,12.0,19,Tablet,Basic,4
18,37.0,188.15,12.7,8.7,12,Mobile,Gold,4
59,43.0,187.25,45.3,9.4,10,Desktop,Silver,2
32,69.9,426.12,33.1,14.1,52,Desktop,Gold,0
55,64.2,273.69,31.0,14.0,21,Desktop,Silver,2
56,92.1,729.41,20.0,18.5,40,Mobile,Basic,0
52,55.5,248.83,37.2,21.0,29,Mobile,Silver,0
38,106.6,485.78,42.3,10.5,24,Mobile,Silver,0
30,62.5,332.42,51.7,22.8,30,Mobile,Gold,1
46,101.9,661.8,32.8,8.0,22,Desktop,Gold,2
40,63.3,280.7,23.6,22.4,37,Desktop,Gold,1
45,67.6,373.76,19.0,14.4,19,Mobile,Gold,0
27,113.9,382.29,26.2,17.3,10,Desktop,Gold,0
40,39.8,207.93,18.2,13.1,3,Mobile,Platinum,4
36,46.5,503.75,8.0,5.7,34,Mobile,Silver,0
47,60.9,367.21,28.3,36.1,12,Mobile,Gold,1
18,84.7,497.21,16.6,10.4,24,Mobile,Gold,0
59,54.1,176.87,36.5,11.9,48,Desktop,Platinum,2
30,63.7,238.65,21.5,23.7,17,Desktop,Silver,1
34,75.3,360.05,28.4,16.7,35,Mobile,Basic,0
43,80.0,314.07,35.5,6.5,33,Tablet,Gold,0
18,88.9,125.54,41.5,19.5,14,Tablet,Silver,1
21,40.3,344.96,12.9,16.5,48,Desktop,Silver,1
29,85.2,548.15,34.0,14.0,48,Desktop,Basic,0
30,34.5,177.13,19.0,10.3,35,Desktop,Basic,4
44,74.7,320.22,18.9,12.4,3,Mobile,Silver,0
48,87.4,567.9,29.7,15.8,42,Desktop,Basic,0
51,30.2,274.83,20.2,10.4,46,Desktop,Gold,3
36,44.9,366.53,29.1,17.2,39,Mobile,Silver,0
45,80.8,369.82,28.4,26.3,52,Mobile,Gold,1
36,48.8,362.06,30.0,7.0,26,Desktop,Gold,0
48,92.3,125.6,32.4,18.5,27,Mobile,Silver,0
19,23.8,199.77,13.2,22.5,14,Mobile,Silver,4
30,76.9,313.78,21.6,13.9,21,Mobile,Platinum,0
68,55.7,143.98,23.8,11.8,27,Desktop,Basic,3
47,97.5,413.94,31.1,14.0,24,Mobile,Basic,0
48,76.8,470.29,13.4,13.5,21,Desktop,Basic,0
31,76.6,468.23,17.4,13.0,25,Desktop,Gold,0
24,62.2,450.75,39.2,23.3,25,Mobile,Silver,1
41,96.4,287.75,13.0,15.8,25,Desktop,Platinum,0
32,62.4,50.0,16.3,8.5,5,Mobile,Silver,3
25,71.3,344.6,18.9,24.1,21,Mobile,Gold,1
47,52.8,188.7,12.9,9.0,8,Mobile,Gold,4
41,105.3,96.23,35.2,15.3,29,Mobile,Silver,0
47,85.8,170.17,28.9,9.4,20,Tablet,Gold,3
35,54.3,83.14,21.5,9.8,27,Desktop,Basic,2
47,73.0,348.06,22.8,4.1,21,Tablet,Gold,2
32,75.3,468.21,36.4,15.0,28,Mobile,Silver,2
25,86.8,327.29,16.8,8.7,17,Desktop,Silver,2
28,20.0,261.08,28.4,18.7,12,Tablet,Basic,1
37,76.3,446.28,28.3,12.9,18,Desktop,Platinum,0
49,86.2,574.04,34.8,17.6,35,Desktop,Silver,0
37,75.2,166.38,15.6,11.1,30,Mobile,Silver,3
36,50.9,308.24,22.8,16.5,30,Tablet,Gold,1
31,43.5,343.29,21.1,8.5,32,Desktop,Silver,2
57,63.3,205.34,34.2,23.4,28,Desktop,Silver,1
18,53.9,474.58,27.6,10.4,27,Mobile,Platinum,0
29,69.5,603.72,32.3,10.0,11,Mobile,Basic,0
24,73.7,314.74,34.1,12.4,30,Mobile,Silver,1
44,66.4,640.94,24.5,15.3,28,Desktop,Gold,0
42,56.7,471.54,18.5,19.1,26,Desktop,Basic,0
22,57.7,194.09,30.3,24.5,17,Desktop,Basic,1
42,52.9,489.1,35.5,17.9,25,Desktop,Platinum,0
41,20.0,124.65,40.0,11.0,22,Mobile,Silver,1
38,79.0,766.55,20.0,22.2,28,Desktop,Silver,0
52,65.8,384.62,22.6,8.7,41,Mobile,Basic,2
38,80.3,,35.3,15.6,22,Desktop,Platinum,0
41,64.7,351.78,43.5,25.3,16,Desktop,Silver,1
33,65.5,189.49,27.7,15.7,6,Mobile,Gold,0
62,63.6,384.72,18.0,21.4,20,Desktop,Silver,0
21,87.5,717.21,29.5,18.2,34,Desktop,Platinum,0
53,76.8,323.97,39.0,14.7,26,Mobile,Basic,1
18,62.2,215.61,41.1,22.3,29,Desktop,Basic,1
56,90.3,568.55,26.4,12.4,33,Mobile,Silver,0
18,42.3,344.2,35.1,20.3,20,Mobile,Silver,1
30,40.1,149.98,14.0,8.2,1,Mobile,Basic,3
46,44.1,363.59,26.7,18.7,37,Desktop,Silver,2
36,56.4,50.0,35.8,18.6,30,Desktop,Basic,0
24,58.7,187.94,45.2,10.6,30,Mobile,Silver,1
37,89.7,655.01,27.5,10.5,25,Desktop,Gold,0
44,90.9,554.92,34.3,12.7,8,Desktop,Platinum,0
29,38.2,115.6,13.7,21.9,16,Mobile,Silver,4
39,50.6,173.44,18.4,22.2,28,Mobile,Platinum,0
39,68.3,220.87,43.9,16.2,32,Desktop,Basic,1
37,22.8,205.2,12.2,27.0,18,Mobile,Silver,1
38,32.4,568.14,29.0,10.8,24,Desktop,Silver,2
47,46.5,282.21,9.6,12.1,24,Desktop,Silver,1
48,70.4,520.94,22.5,25.3,38,Desktop,Gold,0
49,86.6,683.79,7.5,17.3,18,Mobile,Silver,0
53,82.8,283.28,45.4,30.7,19,Mobile,Silver,1
33,92.3,396.93,25.7,22.0,24,Desktop,Silver,0
28,92.3,554.43,36.8,19.5,37,Desktop,Silver,0
55,61.2,719.96,20.6,10.7,28,Desktop,Gold,0
25,83.7,347.17,13.1,10.4,15,Desktop,Gold,0
20,82.0,273.5,,11.9,11,Mobile,Gold,0
43,63.3,402.61,7.2,19.7,34,Mobile,Gold,0
47,43.0,234.66,53.1,15.8,25,Desktop,Gold,1
35,61.8,307.19,29.5,29.1,5,Mobile,Platinum,1
58,83.1,440.79,38.1,11.6,2,Mobile,Silver,2
28,50.2,378.4,20.2,3.1,32,Desktop,Gold,0
33,73.9,386.85,25.7,14.8,14,Mobile,Gold,0
42,73.0,735.12,27.7,13.2,21,Mobile,Gold,0
23,22.9,187.7,30.9,21.8,1,Tablet,Silver,1
43,51.1,296.42,23.1,9.5,33,Desktop,Gold,2
32,74.0,346.9,33.8,3.1,18,Mobile,Basic,0
52,45.6,78.96,23.1,12.7,31,Desktop,Basic,3
31,89.9,672.49,5.0,15.6,3,Mobile,Gold,0
41,54.4,199.69,20.8,29.5,28,Mobile,Silver,1
49,59.1,312.68,18.6,12.3,18,Desktop,Platinum,2
44,75.1,118.11,,16.2,46,Desktop,Silver,3
48,36.0,414.86,30.5,12.1,45,Desktop,Silver,2
57,63.4,330.67,32.3,18.1,32,Desktop,Platinum,2
53,67.6,445.57,36.7,15.7,38,Mobile,Basic,0
64,50.1,330.33,30.3,8.0,24,Desktop,Platinum,2
48,105.8,321.59,25.9,18.4,42,Desktop,Platinum,0
50,60.1,73.61,21.3,14.4,25,Mobile,Basic,3
34,50.6,50.0,30.2,21.8,13,Mobile,Basic,1
55,108.4,529.72,15.9,15.4,20,Mobile,Basic,2
40,72.3,270.2,29.2,22.8,24,Mobile,Silver,1
32,35.8,274.91,27.7,19.7,10,Mobile,Silver,1
30,47.2,212.41,43.2,14.8,32,Mobile,Silver,1
46,56.2,50.0,15.0,15.1,60,Desktop,Gold,2
35,108.7,772.24,20.3,5.0,1,Mobile,Basic,0
48,74.1,477.49,10.7,11.2,20,Tablet,Platinum,0
37,67.0,294.4,18.7,21.0,27,Mobile,Gold,0
18,64.5,320.01,27.8,31.4,32,Desktop,Gold,0
31,55.2,209.03,32.8,8.3,32,Desktop,Basic,3
51,75.8,349.89,27.9,17.1,25,Mobile,Platinum,0
36,56.8,121.35,11.9,11.0,21,Mobile,Silver,4
38,68.4,582.07,27.7,13.4,27,Mobile,Gold,0
39,73.6,514.05,19.8,15.6,37,Mobile,Silver,0
28,39.2,427.39,15.3,10.8,39,Mobile,Gold,2
34,56.9,257.58,27.9,33.4,26,Mobile,Silver,1
31,31.0,199.04,49.0,16.9,37,Mobile,Silver,1
28,53.9,372.31,34.5,17.5,17,Tablet,Basic,1
41,44.9,234.56,37.3,4.7,54,Mobile,Silver,2
42,104.7,617.64,29.0,20.4,3,Mobile,Silver,0
38,43.4,267.63,21.2,8.6,10,Tablet,Silver,4
38,38.7,209.99,13.3,10.7,15,Mobile,Basic,4
35,39.8,198.93,20.6,19.5,27,Mobile,Gold,1
57,54.9,612.53,19.2,10.6,15,Tablet,Silver,0
40,38.0,181.03,20.8,19.3,16,Mobile,Basic,1
58,64.9,384.97,29.5,12.2,32,Desktop,Silver,0
38,62.6,361.7,20.9,21.9,9,Mobile,Basic,0
35,69.6,226.32,21.8,14.5,16,Desktop,Gold,0
31,59.1,63.89,25.8,26.0,14,Desktop,Platinum,1
29,84.2,210.95,23.3,13.4,1,Tablet,Basic,3
35,54.7,319.32,23.6,3.0,36,Mobile,Platinum,2
52,100.2,247.52,20.2,3.0,26,Mobile,Gold,2
56,69.9,472.05,14.1,16.4,1,Desktop,Gold,0
49,54.6,474.08,29.5,17.2,14,Mobile,Platinum,0
18,81.9,427.13,20.5,18.8,23,Mobile,Silver,0
19,76.7,257.82,19.1,11.3,13,Mobile,Gold,4
41,68.0,741.02,30.9,21.2,17,Mobile,Basic,0
56,45.3,125.5,31.4,6.9,31,Desktop,Silver,3
27,92.6,150.51,44.6,27.3,37,Mobile,Silver,1
50,37.5,209.03,21.1,16.0,43,Mobile,Silver,0
49,75.3,407.36,26.4,4.2,16,Desktop,Gold,2
28,75.1,166.99,27.7,20.8,14,Mobile,Gold,1
19,52.7,53.58,21.2,14.1,24,Desktop,Basic,3
28,58.9,112.6,32.0,13.5,26,Desktop,Basic,3
42,67.1,455.09,22.1,18.8,41,Desktop,Gold,0
44,86.0,279.11,38.6,24.0,21,Desktop,Silver,0
39,51.4,155.0,33.1,23.3,25,Mobile,Gold,1
55,51.0,96.75,18.7,4.8,25,Desktop,Gold,3
42,81.8,678.1,22.9,17.4,34,Desktop,Gold,0
19,70.3,466.57,26.8,25.0,30,Mobile,Gold,1
24,53.5,325.86,39.1,22.0,14,Desktop,Gold,1
50,46.6,326.42,36.5,6.5,1,Mobile,Gold,2
50,85.2,541.01,16.4,18.7,27,Desktop,Platinum,0
24,96.3,370.63,24.4,10.5,1,Desktop,Platinum,2
37,69.2,50.81,15.8,7.4,24,Tablet,Silver,3
32,57.5,702.9,44.3,15.7,15,Mobile,Basic,0
50,46.1,399.78,19.4,9.2,21,Desktop,Basic,0
28,40.5,170.36,16.6,15.2,14,Desktop,Gold,4
41,102.8,282.09,21.2,23.8,21,Mobile,Silver,0
42,20.0,186.7,15.0,11.0,25,Mobile,Basic,3
21,74.5,265.25,24.8,14.4,30,Mobile,Silver,1
40,80.8,267.61,23.0,11.6,2,Desktop,Basic,0
56,39.6,179.8,26.2,11.7,37,Desktop,Basic,3
35,81.0,352.64,17.6,17.4,27,Mobile,Basic,0
23,29.1,153.01,42.0,16.3,15,Mobile,Gold,1
50,52.6,340.95,18.8,23.1,48,Desktop,Gold,0
25,90.1,306.77,38.5,19.4,15,Mobile,Gold,1
50,80.1,322.75,20.3,15.5,16,Desktop,Silver,0
30,77.8,494.42,20.3,22.3,11,Desktop,Platinum,0
28,32.4,269.67,22.5,9.3,21,Mobile,Silver,4
26,97.8,496.41,20.5,10.7,18,Mobile,Silver,0
18,75.5,377.06,17.3,20.8,9,Mobile,Basic,1
31,115.1,383.95,18.5,11.2,37,Mobile,Silver,0
64,70.4,374.95,47.2,13.0,19,Mobile,Silver,2
48,86.5,618.66,34.7,12.9,13,Mobile,Gold,0
28,37.5,213.2,24.8,11.3,16,Desktop,Silver,4
24,20.0,327.09,39.9,22.7,12,Mobile,Basic,1
36,72.5,723.37,17.4,23.9,24,Mobile,Silver,0
45,67.7,228.78,23.7,10.7,30,Mobile,Gold,0
28,90.1,321.17,16.3,9.1,28,Mobile,Gold,0
32,82.5,182.59,10.5,22.7,17,Desktop,Basic,1
43,30.8,352.11,43.5,17.9,32,Desktop,Platinum,0
55,80.8,420.08,25.1,12.7,21,Mobile,Silver,2
27,69.4,308.44,21.0,14.2,29,Mobile,Gold,0
48,93.8,525.61,26.2,16.6,38,Desktop,Gold,0
32,65.0,414.35,23.8,18.1,18,Desktop,Gold,1
42,31.8,382.0,19.7,6.0,11,Desktop,Basic,2
38,102.2,455.83,26.7,20.9,5,Mobile,Platinum,0
41,65.3,327.31,26.1,23.2,34,Mobile,Silver,0
18,101.3,306.74,22.4,21.6,5,Mobile,Gold,0
30,59.6,256.06,32.0,9.4,1,Mobile,Silver,2
34,33.6,231.2,31.8,18.7,21,Mobile,Silver,1
31,20.0,304.73,27.0,14.1,21,Mobile,Gold,1
33,68.6,176.37,22.1,16.9,31,Desktop,Silver,2
47,84.0,139.71,32.0,17.3,58,Desktop,Platinum,2
36,64.1,66.68,51.0,16.5,9,Desktop,Silver,1
73,51.9,169.9,20.3,6.9,49,Desktop,Basic,3
48,87.3,724.35,42.9,14.1,14,Desktop,Silver,0
31,97.7,338.81,37.3,11.5,10,Mobile,Silver,0
41,74.0,544.16,22.7,11.7,17,Desktop,Gold,0
18,64.6,464.53,39.8,20.1,13,Desktop,Platinum,0
61,54.4,404.63,18.4,5.6,4,Desktop,Basic,1
18,81.7,130.73,13.5,11.4,31,Desktop,Silver,3
32,57.4,574.17,31.4,15.5,50,Mobile,Silver,0
39,61.5,524.33,18.3,13.0,47,Mobile,Silver,0
46,36.1,210.71,35.8,25.6,30,Desktop,Basic,1
33,40.9,180.16,16.2,10.8,30,Mobile,Basic,3
24,94.3,534.04,9.1,16.4,15,Mobile,Gold,0
28,61.5,285.43,37.6,10.9,35,Desktop,Silver,1
44,74.8,257.37,20.5,22.9,41,Mobile,Silver,0
33,69.2,412.53,29.2,19.4,36,Mobile,Gold,0
25,75.6,229.94,20.2,13.4,18,Mobile,Basic,4
28,63.4,203.81,8.1,13.7,9,Mobile,Basic,4
40,100.2,522.44,30.1,17.4,25,Mobile,Platinum,0
34,20.0,208.89,11.7,16.7,14,Mobile,Silver,4
44,66.3,335.69,21.9,15.4,20,Mobile,Basic,1
30,56.5,50.0,16.6,15.4,34,Desktop,Silver,3
18,40.3,239.88,38.6,25.3,9,Mobile,Gold,1
47,36.4,267.67,25.1,26.3,13,Tablet,Silver,1
39,71.0,301.11,25.8,17.9,18,Mobile,Gold,1
32,27.7,346.74,31.8,26.0,18,Mobile,Basic,1
33,89.9,139.46,25.3,17.6,16,Mobile,Gold,0
28,66.8,343.4,30.5,11.3,13,Desktop,Gold,0
18,59.7,486.37,27.6,7.5,38,Desktop,Gold,0
63,75.0,408.32,42.0,16.4,17,Mobile,Gold,2
40,84.5,242.48,24.0,16.3,19,Desktop,Gold,0
32,59.0,418.34,34.7,21.2,8,Desktop,Gold,1
38,48.6,,7.8,14.9,10,Tablet,Basic,4
39,77.3,424.97,24.2,10.7,24,Mobile,Basic,0
28,50.9,372.22,28.7,26.1,33,Desktop,Gold,1
38,92.3,463.4,32.9,18.1,20,Desktop,Platinum,0
38,42.9,128.3,27.0,12.7,33,Desktop,Silver,3
34,52.7,645.17,20.8,11.5,2,Mobile,Gold,0
23,65.6,352.19,23.5,19.2,9,Mobile,Silver,1
38,70.9,284.79,25.8,6.1,47,Desktop,Gold,2
59,37.6,102.08,6.7,19.4,26,Mobile,Silver,3
44,88.4,273.97,19.9,19.2,1,Tablet,Silver,1
32,49.9,332.76,36.0,10.0,19,Mobile,Silver,1
31,90.0,390.42,24.9,21.2,18,Mobile,Basic,1
36,51.7,82.58,11.1,9.9,52,Mobile,Silver,3
41,52.2,466.8,30.0,24.2,10,Desktop,Gold,1
34,65.0,354.3,27.3,18.1,22,Mobile,Platinum,0
41,47.0,120.9,38.9,10.9,37,Mobile,Gold,3
48,49.8,385.51,26.7,14.2,22,Mobile,Basic,1
18,49.3,136.83,58.2,10.1,18,Desktop,Gold,1
44,68.7,652.66,32.3,16.1,27,Mobile,Silver,0
47,78.6,191.59,28.5,19.1,18,Desktop,Silver,1
28,58.1,635.49,21.3,8.7,18,Mobile,Basic,0
28,83.0,372.48,41.5,24.9,27,Mobile,Basic,1
25,70.8,552.62,26.1,21.6,10,Mobile,Gold,0
33,68.3,258.55,35.5,14.2,1,Desktop,Silver,1
20,62.7,203.47,10.0,7.5,15,Mobile,Basic,4
18,58.1,479.07,24.9,12.5,26,Mobile,Platinum,0
36,52.7,190.3,23.6,8.2,13,Mobile,Basic,4
31,33.5,736.83,17.5,22.9,24,Mobile,Gold,0
43,59.8,153.23,25.4,8.9,21,Desktop,Basic,3
59,100.6,389.67,21.1,5.2,46,Desktop,Silver,2
29,53.7,283.58,31.4,5.5,18,Mobile,Silver,1
38,20.0,244.15,22.9,16.8,33,Mobile,Basic,2
45,67.7,115.19,25.3,12.1,10,Mobile,Silver,3
44,44.7,540.19,39.9,13.9,21,Mobile,Platinum,0
53,78.8,401.97,20.7,10.3,16,Mobile,Silver,0
24,92.8,176.99,31.5,23.6,24,Mobile,Silver,1
51,70.9,316.34,13.9,10.1,13,Desktop,Basic,2
50,104.2,280.14,35.0,13.2,49,Mobile,Gold,2
23,71.8,281.3,19.2,6.9,32,Mobile,Silver,2
50,66.8,538.54,24.2,8.6,33,Desktop,Basic,0
41,84.6,212.44,31.5,8.6,22,Desktop,Silver,2
41,59.7,281.3,21.0,18.6,1,Desktop,Silver,0
18,56.4,500.33,36.3,20.8,23,Desktop,Silver,1
31,35.8,391.3,17.3,13.6,21,Tablet,Platinum,0
47,88.9,489.49,25.0,9.7,1,Tablet,Gold,0
34,64.3,519.68,24.3,23.4,39,Desktop,Gold,0
22,88.3,506.45,29.9,17.5,29,Tablet,Basic,0
64,53.6,373.63,25.3,24.7,27,Tablet,Basic,1
39,108.4,317.36,21.1,16.1,35,Desktop,Gold,0
28,52.2,496.22,24.4,17.7,24,Mobile,Basic,0
35,68.9,419.53,21.8,19.3,26,Desktop,Platinum,0
58,78.2,367.37,46.4,17.1,36,Desktop,Gold,0
40,53.0,505.13,14.4,14.1,15,Desktop,Gold,0
40,80.7,358.98,22.9,19.6,37,Mobile,Silver,0
23,73.8,401.49,20.8,21.8,36,Desktop,Silver,1
44,38.6,261.0,30.3,20.6,27,Desktop,Gold,1
37,20.0,148.72,8.1,21.1,20,Mobile,Silver,1
40,67.9,154.49,15.3,20.0,36,Mobile,Gold,1
28,92.7,382.14,18.9,4.3,25,Desktop,Basic,0
18,52.5,50.0,27.6,11.6,24,Mobile,Silver,3
33,69.3,50.0,25.5,19.9,16,Mobile,Silver,1
25,20.5,431.03,27.5,17.4,17,Desktop,Gold,1
61,84.1,380.21,20.5,13.0,6,Tablet,Gold,0
29,58.9,677.39,13.6,4.7,10,Desktop,Silver,0
31,70.6,622.94,19.5,18.9,42,Desktop,Silver,0
33,93.5,214.28,11.8,13.0,13,Mobile,Basic,0
41,47.7,197.61,26.5,15.4,9,Tablet,Basic,1
18,56.3,223.13,39.7,11.3,13,Desktop,Gold,1
54,38.1,256.35,17.8,11.9,33,Mobile,Basic,1
47,67.9,129.48,31.2,16.6,47,Desktop,Basic,2
54,40.2,390.71,,4.8,13,Desktop,Gold,2
25,82.5,362.39,35.0,9.5,40,Mobile,Gold,2
28,40.2,332.13,17.3,8.3,9,Desktop,Silver,4
22,112.0,496.3,28.7,14.5,24,Desktop,Silver,0
35,90.3,384.92,26.6,11.0,39,Mobile,Basic,0
32,67.9,558.37,22.5,22.0,14,Mobile,Gold,0
37,54.7,264.49,41.9,16.1,24,Mobile,Basic,1
22,40.1,115.89,32.7,10.3,51,Mobile,Silver,3
50,83.7,353.59,28.8,13.5,1,Tablet,Silver,0
54,66.4,211.9,23.0,9.3,40,Desktop,Silver,3
35,71.7,342.67,29.3,7.3,33,Desktop,Gold,0
42,73.0,163.6,15.8,8.2,16,Mobile,Silver,3
46,101.5,318.15,23.5,15.1,35,Mobile,Gold,0
32,69.7,239.9,21.1,17.1,21,Desktop,Silver,0
35,57.0,170.21,32.6,19.0,1,Desktop,Basic,1
54,82.3,615.46,23.8,14.6,37,Tablet,Basic,0
52,101.0,290.05,24.5,16.4,21,Desktop,Gold,0
45,108.7,400.58,14.1,16.8,47,Mobile,Platinum,0
39,80.1,440.45,29.7,12.0,16,Desktop,Silver,2
27,74.8,269.69,24.8,14.7,25,Mobile,Silver,1
41,45.5,397.25,40.6,20.6,6,Tablet,Silver,0
23,20.0,289.88,22.1,15.3,14,Mobile,Basic,1
34,60.2,121.53,30.8,3.0,26,Mobile,Gold,2
42,98.1,50.0,23.8,3.0,23,Mobile,Silver,0
54,80.7,322.65,36.7,6.0,9,Desktop,Silver,0
38,88.2,495.15,29.6,15.4,27,Tablet,Basic,0
36,62.8,443.01,27.2,15.6,6,Desktop,Silver,0
28,65.5,170.79,15.3,14.9,16,Desktop,Silver,1
37,112.0,510.66,5.7,20.3,6,Mobile,Gold,0
58,80.9,205.82,28.7,21.5,27,Mobile,Silver,1
36,64.9,510.48,31.9,8.9,40,Desktop,Silver,2
60,67.8,570.24,19.0,14.4,24,Desktop,Silver,0
28,65.6,86.99,34.3,26.9,13,Mobile,Silver,1
35,89.5,751.64,22.0,10.7,10,Tablet,Gold,0
24,57.3,237.23,18.3,8.4,11,Mobile,Basic,4
32,58.4,330.43,33.9,19.3,18,Mobile,Basic,1
27,52.2,356.56,21.4,15.4,20,Mobile,Gold,2
35,57.1,354.63,,24.2,1,Desktop,Silver,1
30,79.7,316.38,9.4,11.3,18,Mobile,Silver,0
23,54.8,202.98,35.4,24.1,42,Tablet,Gold,1
37,50.9,150.38,19.8,13.3,11,Mobile,Silver,4
29,65.0,251.24,27.9,19.2,10,Mobile,Gold,1
49,74.1,226.68,28.7,8.4,51,Mobile,Gold,2
23,40.2,58.79,10.5,14.8,36,Mobile,Silver,3
44,58.5,569.05,18.0,11.8,33,Desktop,Gold,0
25,66.1,473.53,18.2,21.9,1,Mobile,Basic,0
18,29.9,342.53,30.3,29.4,33,Mobile,Platinum,1
39,81.3,459.89,5.0,8.0,25,Desktop,Platinum,0
33,85.6,542.72,36.4,16.0,22,Desktop,Gold,2
48,55.5,113.93,14.0,9.8,42,Desktop,Basic,3
42,69.0,658.32,22.2,22.5,29,Mobile,Silver,0
34,70.9,261.26,23.3,11.0,31,Mobile,Gold,0
67,,223.25,34.8,10.2,29,Mobile,Silver,2
42,69.3,234.5,29.4,9.0,10,Mobile,Gold,0
18,78.7,310.5,26.0,10.7,33,Desktop,Silver,2
20,83.9,546.32,18.9,9.9,36,Mobile,Platinum,0
20,44.1,368.73,30.3,9.2,35,Desktop,Platinum,1
30,66.9,488.37,30.0,24.8,4,Desktop,Gold,0
30,69.2,373.43,16.2,30.5,2,Mobile,Basic,1
55,49.5,276.81,44.3,18.2,6,Desktop,Silver,1
33,89.8,353.79,23.6,20.3,9,Mobile,Basic,1
28,150.0,602.79,31.9,11.9,43,Desktop,Gold,0
69,32.5,205.72,19.0,8.2,35,Desktop,Gold,2
31,81.1,215.23,20.0,15.9,49,Mobile,Basic,3
33,62.1,480.98,25.7,15.3,30,Desktop,Basic,0
31,79.0,593.61,15.2,13.6,23,Desktop,Silver,0
28,63.9,343.51,33.7,12.5,30,Mobile,Gold,0
45,85.1,382.72,29.8,23.9,5,Mobile,Basic,1
59,40.4,197.25,19.6,23.4,19,Desktop,Gold,1
18,40.5,416.53,28.0,27.1,17,Tablet,Basic,1
25,68.9,304.79,20.5,16.0,30,Tablet,Platinum,0
19,74.7,362.01,19.8,15.7,17,Desktop,Gold,0
46,46.1,183.75,30.8,19.1,12,Mobile,Basic,1
27,67.4,346.51,41.0,12.4,22,Mobile,Basic,1
22,33.4,,24.4,10.5,28,Desktop,Platinum,4
40,67.1,624.01,28.6,10.3,46,Mobile,Basic,0
35,55.3,194.45,41.8,23.1,24,Mobile,Basic,1
30,91.7,586.77,19.6,7.9,31,Desktop,Silver,0
31,99.4,391.07,33.9,12.4,36,Mobile,Gold,0
49,125.5,358.66,28.6,15.2,31,Mobile,Basic,2
18,75.4,79.71,25.8,27.2,14,Mobile,Platinum,1
22,58.6,131.91,10.7,13.1,14,Mobile,Basic,4
40,67.8,406.3,28.8,21.0,21,Desktop,Gold,0
44,75.8,313.15,21.3,16.7,46,Desktop,Basic,0
39,82.7,307.35,29.0,18.1,41,Desktop,Basic,2
47,57.6,165.12,21.8,24.2,28,Mobile,Platinum,1
35,124.5,573.62,23.1,10.9,12,Mobile,Gold,0
52,104.3,544.96,15.6,11.6,39,Desktop,Silver,0
40,76.0,344.58,24.2,15.9,36,Mobile,Basic,0
41,59.9,74.58,10.8,12.0,7,Tablet,Gold,3
48,71.9,217.87,21.2,16.9,18,Tablet,Gold,0
33,56.3,405.15,36.3,23.4,1,Desktop,Platinum,0
44,64.0,184.76,29.7,10.3,7,Desktop,Silver,0
36,90.6,550.36,21.6,14.6,18,Mobile,Silver,0
39,96.5,327.51,35.3,15.6,27,Mobile,Silver,0
34,69.2,212.86,46.7,24.4,9,Mobile,Silver,1
23,85.6,401.59,30.7,21.3,19,Desktop,Gold,0
46,82.3,273.24,28.2,11.3,42,Desktop,Gold,2
50,105.6,577.03,20.9,11.9,14,Mobile,Gold,0
40,35.5,362.35,30.2,28.0,29,Mobile,Silver,1
42,32.6,67.37,5.4,6.7,29,Mobile,Basic,3
38,49.5,167.82,29.5,14.6,15,Mobile,Basic,1
48,50.1,457.1,44.3,16.5,7,Desktop,Basic,1
34,98.1,376.47,32.3,21.0,15,Desktop,Silver,0
37,61.3,397.17,24.4,7.2,33,Mobile,Silver,0
32,41.7,448.88,24.1,13.4,23,Mobile,Basic,1
32,35.5,83.42,28.4,14.3,13,Tablet,Silver,4
44,41.4,316.61,24.9,18.9,20,Tablet,Platinum,1
32,68.2,328.71,14.9,11.9,14,Mobile,Silver,1
42,53.2,277.97,29.6,17.6,37,Desktop,Basic,2
22,104.6,287.86,24.2,28.5,13,Mobile,Silver,1
